date,customer_id,product_id,sales_price,quantity,rating,origin_country,cost,profit
2018-04-27,938,78,3689,1,4,USA,3077.072249207598,611.9277507924021
2018-02-27,53,65,3383,1,3,USA,3204.4274265699523,178.57257343004767
2018-02-26,310,92,3529,2,3,USA,3164.6581678315133,364.3418321684867
2018-05-19,350,70,1547,2,1,USA,1382.6467946291334,164.3532053708666
2018-05-17,859,61,1698,5,3,Germany,1563.688616213821,134.31138378617902
2018-01-10,320,16,3289,6,1,Kenya,2918.537535944448,370.4624640555521
2018-06-03,931,35,3887,5,4,China,3411.668784177846,475.3312158221538
2018-08-02,173,65,962,3,1,USA,905.9677637829585,56.032236217041486
2018-05-24,50,79,2718,6,2,Japan,2563.333931017979,154.666068982021
2018-03-19,797,75,1674,5,1,China,1398.4795732353862,275.52042676461383
2018-10-28,141,13,2017,1,1,Japan,1809.5023440403668,207.49765595963322
2018-05-27,278,82,3685,1,1,Japan,3275.906616487518,409.093383512482
2018-04-04,690,33,1264,3,1,Germany,1173.4763307111475,90.52366928885249
2018-09-08,69,94,3704,3,3,China,3400.0926700956347,303.90732990436527
2018-06-28,646,99,2154,3,1,Kenya,1791.567736237064,362.4322637629359
2018-04-03,785,19,2839,2,2,Germany,2630.034235306284,208.9657646937162
2018-09-14,199,55,2805,5,1,Germany,2663.0124892940894,141.9875107059106
2018-04-19,665,93,1387,2,1,Kenya,1290.951240848546,96.04875915145408
2018-01-08,138,33,3518,5,4,China,3004.3491874248934,513.6508125751066
2018-04-21,373,79,392,3,3,USA,326.03417851235986,65.96582148764014
2018-12-04,534,25,1353,2,4,Japan,1269.6027667695314,83.3972332304686
2018-08-24,400,65,3064,2,1,China,2629.421050591706,434.5789494082942
2018-06-02,811,68,857,5,1,USA,797.9382043493807,59.061795650619274
2018-05-02,656,41,3697,4,2,Kenya,3189.762639486543,507.23736051345713
2018-09-19,92,78,3506,6,1,Kenya,3302.710697596943,203.2893024030568
2018-07-23,584,79,642,5,2,Japan,591.6014487292969,50.39855127070314
2018-05-21,800,11,3355,5,4,China,2829.024257098165,525.975742901835
2018-11-04,22,78,667,4,1,Kenya,560.9298645458265,106.07013545417351
2018-08-24,598,13,3178,2,4,Japan,2708.7475297116025,469.2524702883975
2018-12-25,590,10,2294,1,1,Germany,2014.673228450969,279.32677154903104
2018-09-26,477,50,3921,6,2,Japan,3361.3652746944676,559.6347253055324
2018-09-18,282,82,3306,4,1,Germany,3138.9391501132313,167.06084988676866
2018-01-17,853,32,1148,1,1,Japan,1049.0222016991154,98.97779830088461
2018-08-15,603,64,2173,1,4,Japan,1990.1315839064234,182.86841609357657
2018-05-16,168,26,1132,2,4,Japan,1013.1125347555941,118.88746524440592
2018-02-02,822,22,3689,4,1,Japan,3373.1310257700266,315.86897422997345
2018-09-02,400,92,224,2,3,USA,200.65076306683238,23.349236933167617
2018-06-13,396,5,137,1,2,China,130.06906660079468,6.9309333992053155
2018-09-12,778,40,1950,4,4,China,1826.6032419049893,123.39675809501068
2018-09-21,499,96,1648,5,4,Germany,1563.4158255257803,84.58417447421971
2018-01-03,459,35,1308,3,2,China,1233.5622845626444,74.43771543735556
2018-12-21,984,25,1957,1,2,China,1652.5529938774757,304.4470061225243
2018-12-20,572,74,352,2,1,Germany,321.789620681059,30.210379318941023
2018-02-22,665,91,3813,1,2,China,3389.7334429997654,423.26655700023457
2018-12-09,60,31,3771,5,2,USA,3207.638381490963,563.3616185090368
2018-02-03,879,94,124,5,3,Germany,105.62398313457476,18.376016865425242
2018-11-18,390,96,3298,3,2,Kenya,2825.735817095229,472.26418290477113
2018-02-23,688,68,1759,1,3,China,1603.9677497327004,155.03225026729956
2018-09-24,324,6,2293,3,3,Germany,1976.4617698393938,316.5382301606062
2018-07-12,67,72,3015,2,4,Kenya,2760.026662271137,254.97333772886304
2018-09-20,682,63,2832,3,2,Japan,2370.5424890385857,461.4575109614143
2018-01-18,615,15,1696,1,1,China,1456.692310851777,239.30768914822306
2018-09-22,958,52,3077,3,1,Japan,2797.6295269440066,279.37047305599344
2018-07-09,989,78,3817,5,2,Germany,3351.921899827423,465.0781001725768
2018-02-27,896,53,1443,6,1,USA,1369.2067992985942,73.7932007014058
2018-12-11,270,93,3845,5,1,Japan,3643.3497343158933,201.65026568410667
2018-03-18,62,53,1535,3,4,Germany,1337.8413900120383,197.15860998796165
2018-03-24,974,5,340,2,2,Germany,282.3436916347407,57.65630836525929
2018-07-19,792,1,3108,3,2,Kenya,2722.38628270509,385.6137172949102
2018-02-17,720,3,1051,6,2,USA,914.7135885115974,136.28641148840256
2018-03-13,503,87,3403,3,4,Germany,2912.735226057466,490.2647739425338
2018-10-15,499,22,1537,2,4,Japan,1418.9043455039243,118.09565449607567
2018-06-22,248,69,2107,3,4,USA,1757.1326850448472,349.8673149551528
2018-02-20,568,5,1936,2,3,USA,1712.0003479289908,223.99965207100922
2018-12-17,611,66,1531,5,2,Kenya,1324.7249755413488,206.27502445865116
2018-11-23,357,28,2711,5,3,China,2423.841269625988,287.15873037401207
2018-08-05,762,45,1845,1,1,Japan,1705.5769186008322,139.4230813991678
2018-10-13,793,64,1549,1,2,USA,1364.3587704007646,184.64122959923543
2018-06-25,991,22,3860,6,1,Kenya,3653.467998429596,206.5320015704042
2018-08-16,186,96,1645,2,1,China,1562.2414905347514,82.75850946524861
2018-10-08,790,82,1074,2,3,China,891.9947951576586,182.0052048423414
2018-02-07,822,20,3010,6,3,Germany,2628.8465963916947,381.1534036083053
2018-04-18,886,65,2526,3,2,China,2309.861581000373,216.138418999627
2018-03-05,809,9,2596,3,2,China,2188.9804416282313,407.01955837176865
2018-05-08,588,54,746,3,4,Japan,629.89568049839,116.10431950161001
2018-05-21,536,97,2813,6,2,Kenya,2392.3889023660427,420.61109763395734
2018-12-01,415,37,3011,5,4,USA,2632.504285938559,378.49571406144105
2018-06-14,424,39,2352,3,2,USA,2021.311073352009,330.6889266479909
2018-06-05,852,25,1240,2,3,China,1115.8775370981352,124.12246290186476
2018-08-26,768,54,3783,3,4,China,3429.6786538170104,353.3213461829896
2018-11-04,362,44,1475,3,3,Germany,1376.486993308249,98.51300669175089
2018-03-04,385,43,3619,4,3,Japan,3167.2520431846037,451.74795681539626
2018-07-08,453,90,3699,2,2,Japan,3072.486215937843,626.5137840621569
2018-12-27,753,77,1631,5,1,Kenya,1474.712964198343,156.2870358016571
2018-07-04,420,28,2584,1,3,Germany,2413.7220996882006,170.27790031179939
2018-12-09,761,52,2882,2,3,Japan,2574.21193912024,307.78806087976
2018-11-06,932,82,3363,5,1,Germany,2916.0691765511815,446.9308234488185
2018-08-21,955,54,3861,6,4,China,3243.883396651809,617.1166033481909
2018-01-23,59,81,117,1,2,Kenya,100.4139410527727,16.5860589472273
2018-10-14,917,43,2408,5,4,Germany,2032.590232012923,375.409767987077
2018-07-27,767,36,1932,6,1,Japan,1609.1047053291798,322.89529467082025
2018-02-10,863,89,2536,5,2,Japan,2197.6438022286634,338.3561977713366
2018-01-23,425,18,2927,1,2,Kenya,2601.6441816186807,325.3558183813193
2018-08-07,83,98,3870,1,3,Germany,3605.332288402824,264.6677115971761
2018-04-20,646,59,3257,3,1,China,2867.43199895519,389.56800104481
2018-04-20,92,3,1201,1,2,Germany,1091.7500883884293,109.24991161157072
2018-03-25,739,80,322,2,1,Kenya,302.7779740300535,19.222025969946515
2018-11-04,763,79,330,3,2,Kenya,289.03035972441614,40.969640275583856
2018-05-26,70,5,1584,1,3,USA,1451.84945545632,132.1505445436801
2018-01-24,935,68,2204,4,1,USA,1940.3759876522943,263.62401234770573
2018-04-16,418,3,1484,4,3,Japan,1387.5814560792167,96.41854392078335
2018-10-06,208,15,3975,2,4,USA,3375.292263295472,599.7077367045281
2018-10-02,617,26,3063,4,4,China,2672.321542097423,390.67845790257707
2018-07-10,733,17,1835,6,4,USA,1701.093526652367,133.90647334763298
2018-01-06,428,76,3075,4,2,USA,2655.3707815653934,419.6292184346066
2018-08-16,568,86,3588,3,3,China,3158.8535703528473,429.1464296471527
2018-08-21,462,24,654,2,2,Japan,578.0013852361143,75.99861476388571
2018-05-26,482,67,581,3,2,Kenya,512.5980700840888,68.40192991591118
2018-08-02,716,41,1208,4,2,USA,1129.051172671979,78.94882732802103
2018-07-01,894,87,3136,1,1,Germany,2770.132307861873,365.86769213812704
2018-08-21,587,46,601,2,3,USA,523.8878480875181,77.11215191248186
2018-11-23,710,85,128,2,3,China,113.10708541537751,14.892914584622488
2018-08-14,47,65,765,4,1,Japan,724.8117866782396,40.18821332176037
2018-09-17,445,39,3235,1,1,Germany,3050.997434958993,184.00256504100707
2018-03-09,707,96,3650,1,3,Germany,3141.47855577823,508.5214442217698
2018-03-10,580,83,499,4,4,Japan,451.77402902824355,47.22597097175645
2018-09-10,254,9,2351,4,3,USA,2166.88932568079,184.11067431920992
2018-02-04,532,29,3579,1,2,China,3366.5958990449676,212.4041009550324
2018-09-14,853,22,3154,5,2,Kenya,2788.3498944432426,365.65010555675735
2018-07-03,913,84,1409,4,1,Germany,1282.2234981477075,126.77650185229254
2018-03-17,743,53,1314,2,4,Kenya,1164.3101054899032,149.6898945100968
2018-12-26,981,21,2241,5,3,Japan,2023.2930013969785,217.70699860302147
2018-07-25,380,30,1171,1,2,Germany,1069.6728233632903,101.32717663670974
2018-07-25,434,71,2157,1,2,Germany,1956.6394804461845,200.3605195538155
2018-02-08,747,29,3435,2,2,Germany,3071.589911282066,363.41008871793383
2018-09-14,16,71,2547,4,3,Germany,2295.6487185477404,251.35128145225963
2018-02-04,944,76,505,1,2,Germany,419.97593111795226,85.02406888204774
2018-04-25,317,56,3173,1,3,Germany,2944.81568286338,228.18431713661994
2018-12-16,64,24,607,1,3,Japan,553.3275803061927,53.67241969380734
2018-09-17,585,96,3481,3,4,Japan,3144.6715335332265,336.32846646677353
2018-07-28,719,56,1626,5,1,Kenya,1355.4038210960305,270.59617890396953
2018-02-22,317,81,3294,3,2,USA,3037.6971156046066,256.30288439539345
2018-01-28,792,24,2401,3,4,Japan,2072.2629512319595,328.7370487680405
2018-02-07,258,91,3673,6,1,China,3089.785739285083,583.2142607149171
2018-09-08,589,24,3613,3,1,Japan,3214.5648173096206,398.4351826903794
2018-02-10,456,76,3973,1,1,Japan,3329.3272065848696,643.6727934151304
2018-09-26,45,35,2985,6,3,Germany,2679.4729568266616,305.52704317333837
2018-06-07,462,63,1653,6,4,USA,1498.5172657076791,154.48273429232086
2018-02-22,430,5,3391,2,2,Japan,2905.09058706447,485.9094129355299
2018-03-05,886,14,2736,1,1,China,2558.9045982396565,177.09540176034352
2018-12-23,840,13,3913,2,4,Germany,3270.0332881263653,642.9667118736347
2018-09-10,785,29,2745,5,1,Germany,2518.8112646286877,226.1887353713123
2018-07-05,871,94,3255,4,1,Kenya,2955.1647831641176,299.8352168358824
2018-10-22,744,57,2571,3,3,Kenya,2292.638672269378,278.3613277306222
2018-11-04,564,63,1501,6,1,Germany,1296.750985159243,204.2490148407569
2018-02-26,410,10,776,4,3,Germany,707.0599754046676,68.94002459533237
2018-02-08,781,92,264,5,2,USA,225.9741225880889,38.0258774119111
2018-08-21,59,24,710,4,1,Japan,652.1897701787452,57.81022982125478
2018-11-06,264,54,1519,6,2,China,1338.0858036219568,180.91419637804324
2018-09-03,735,36,2395,2,2,Japan,2075.2475584277026,319.75244157229736
2018-03-11,388,17,1583,6,4,Germany,1385.8922640056735,197.1077359943265
2018-02-18,29,56,3573,2,4,Germany,3297.180940642416,275.81905935758414
2018-12-23,485,38,2002,6,3,USA,1683.7896322882461,318.21036771175386
2018-03-07,300,80,1549,6,4,China,1301.0517514841285,247.94824851587146
2018-08-22,457,91,3250,3,1,Kenya,2902.344089650694,347.65591034930594
2018-04-27,501,33,3099,5,2,Kenya,2852.934107527589,246.06589247241118
2018-08-08,801,46,581,6,1,Kenya,526.4504173020935,54.549582697906544
2018-02-13,902,83,3099,5,3,Germany,2907.264640317602,191.7353596823982
2018-09-17,892,30,2079,1,2,USA,1923.4900567237437,155.5099432762563
2018-11-08,513,71,955,2,3,Japan,831.77740705885,123.22259294114997
2018-06-07,516,32,2095,3,3,Japan,1914.5028430029745,180.4971569970255
2018-08-13,56,98,3474,4,4,Kenya,3250.7458778605783,223.25412213942172
2018-10-19,953,29,2164,4,2,USA,2045.9348705806703,118.06512941932965
2018-06-09,359,21,2613,1,2,Kenya,2336.2052488357695,276.79475116423055
2018-08-06,788,33,1973,3,4,Kenya,1742.6557991336945,230.34420086630553
2018-12-12,532,73,599,5,4,Kenya,554.0234846360969,44.976515363903104
2018-04-27,811,90,2304,5,1,Japan,2005.8848518990508,298.1151481009492
2018-02-22,894,94,2931,5,1,China,2579.525408877182,351.47459112281786
2018-08-19,200,3,3697,3,3,China,3297.3226883781585,399.67731162184145
2018-08-20,315,67,1681,4,4,China,1470.7976343862806,210.2023656137194
2018-03-03,296,2,3117,1,3,Japan,2635.090833197539,481.9091668024612
2019-03-24,631,47,1047,3,2,Japan,968.7412383808029,78.25876161919712
2019-03-04,255,10,2302,3,4,China,2177.436466934077,124.56353306592291
2019-01-27,904,85,309,6,2,China,271.5884386785623,37.411561321437716
2019-06-24,497,62,2003,4,1,Kenya,1731.781561798908,271.2184382010921
2019-01-28,62,92,177,3,3,USA,161.7530291814464,15.246970818553592
2019-04-21,769,100,2378,2,4,Japan,2173.6589818666257,204.3410181333743
2019-08-25,713,32,1681,6,4,Japan,1398.005099901552,282.99490009844794
2019-08-14,133,80,726,2,2,China,618.4317391126951,107.56826088730486
2019-01-12,560,20,515,5,3,Japan,436.28365702298146,78.71634297701854
2019-01-22,803,83,813,5,1,Kenya,689.3709350024325,123.62906499756753
2019-09-15,219,47,319,4,2,Japan,270.9888653200902,48.01113467990979
2019-10-20,265,43,2130,2,4,Kenya,1887.3037357869555,242.69626421304451
2019-09-19,466,4,109,5,3,Japan,92.46253609372799,16.53746390627201
2019-04-28,110,98,2532,1,1,China,2248.640401849705,283.3595981502949
2019-03-21,472,27,3369,2,3,Japan,2954.9741898266784,414.0258101733216
2019-01-11,801,10,3752,5,4,Kenya,3182.0906385032454,569.9093614967546
2019-12-28,754,52,381,4,1,Kenya,348.8079047970138,32.192095202986195
2019-02-15,776,70,3267,5,1,Japan,2789.7711295451136,477.2288704548864
2019-07-27,794,70,1095,6,3,USA,1000.1771612166592,94.82283878334079
2019-08-02,329,3,2441,1,2,Germany,2196.7135766673573,244.2864233326427
2019-04-14,582,2,1426,2,4,Japan,1212.0805263623222,213.9194736376778
2019-07-07,898,55,2783,4,4,China,2376.6074722580347,406.3925277419653
2019-12-19,314,52,3239,5,2,Germany,2857.643468060557,381.3565319394429
2019-03-11,327,72,3869,6,3,Kenya,3547.1256458769076,321.8743541230924
2019-05-26,811,93,426,2,2,Germany,389.56680714401165,36.43319285598835
2019-05-02,97,35,3143,5,1,China,2847.292805550471,295.7071944495292
2019-09-02,450,48,513,2,4,Japan,427.0193037074371,85.98069629256293
2019-04-26,367,89,1655,4,1,Kenya,1421.0431447977367,233.95685520226334
2019-04-23,843,87,1321,1,4,China,1244.3033190219612,76.69668097803878
2019-07-08,220,98,3034,3,3,Germany,2808.970941529615,225.02905847038483
2019-12-26,562,33,1246,5,4,USA,1086.5069513174487,159.49304868255126
2019-06-06,744,82,2089,2,2,China,1858.1694798636136,230.83052013638644
2019-07-18,207,12,1688,4,2,Japan,1586.3272208858452,101.67277911415476
2019-11-19,350,97,320,6,2,Germany,303.52935225846073,16.470647741539267
2019-03-17,158,52,2159,1,4,Kenya,1924.2895142887298,234.71048571127017
2019-10-26,558,5,1822,2,4,Kenya,1657.1333563674734,164.86664363252657
2019-06-04,13,35,1958,4,4,Germany,1811.9524505963468,146.0475494036532
2019-05-16,694,90,1521,1,1,Kenya,1395.5927278769461,125.40727212305387
2019-10-20,292,22,984,5,2,Kenya,861.7403127466555,122.25968725334451
2019-01-02,25,5,1879,3,2,Kenya,1704.5341873624484,174.4658126375516
2019-07-05,334,51,748,6,2,Japan,698.3539033567791,49.64609664322086
2019-07-09,214,37,3378,2,1,Kenya,3100.8422835579768,277.15771644202323
2019-01-04,142,43,1281,4,3,USA,1176.8382537349296,104.1617462650704
2019-09-20,333,47,3455,6,2,Germany,2869.8691654748095,585.1308345251905
2019-09-08,701,46,1848,6,4,USA,1556.6502260965535,291.3497739034465
2019-09-01,899,20,1050,6,4,Kenya,908.4271444338038,141.57285556619615
2019-08-01,892,31,3826,3,1,USA,3447.47500188898,378.52499811102007
2019-07-11,764,64,3198,1,4,Germany,2819.4987131597036,378.5012868402964
2019-09-10,75,9,2089,2,4,USA,1910.210834797899,178.789165202101
2019-11-18,116,70,2212,5,4,USA,2071.9938662403842,140.00613375961575
2019-08-09,432,97,510,6,1,USA,437.1395953660735,72.86040463392652
2019-01-10,5,61,2492,2,2,Japan,2089.2765622428888,402.72343775711124
2019-09-09,60,30,1677,1,3,USA,1490.1312747742586,186.8687252257414
2019-09-11,410,29,2142,4,3,China,2014.2456707946385,127.7543292053615
2019-02-22,751,15,3466,5,2,Kenya,3163.0858066983433,302.9141933016567
2019-07-08,283,14,727,1,3,USA,620.0630980004443,106.93690199955574
2019-08-27,223,2,3653,5,4,Germany,3286.8408084684293,366.15919153157074
2019-11-26,497,82,2745,6,1,USA,2576.3855979446116,168.61440205538838
2019-12-05,465,92,1123,4,2,Germany,968.3053201108708,154.69467988912925
2019-12-14,432,20,3185,4,1,Germany,2718.385625177098,466.61437482290194
2019-01-09,562,59,1453,2,3,China,1244.4236972659733,208.57630273402674
2019-02-20,219,3,637,4,3,China,557.7415419718368,79.2584580281632
2019-08-16,187,97,397,1,2,Japan,349.9501920535319,47.04980794646809
2019-03-06,835,17,3316,4,4,China,3135.263240181617,180.73675981838278
2019-06-02,515,26,335,1,4,Japan,302.88045569302443,32.11954430697557
2019-01-12,469,28,413,3,2,Kenya,345.61874823378497,67.38125176621503
2019-07-16,259,45,1655,2,4,USA,1537.857136427696,117.1428635723039
2019-01-18,715,75,145,6,3,Kenya,130.09172729661958,14.908272703380419
2019-05-27,902,84,1930,6,1,China,1621.5542447871082,308.44575521289175
2019-02-25,148,34,419,2,3,Germany,378.0949698644303,40.90503013556969
2019-08-09,381,38,1167,2,3,China,1022.9895731544591,144.0104268455409
2019-02-19,370,41,2822,4,3,USA,2583.7420937128127,238.25790628718732
2019-03-06,593,81,792,4,3,Kenya,746.9289989873425,45.07100101265746
2019-06-09,311,94,624,3,1,Kenya,554.041025581474,69.95897441852605
2019-09-02,599,79,3260,1,2,Kenya,2815.1263238148763,444.8736761851237
2019-06-11,890,20,2858,4,4,Japan,2512.329181235533,345.6708187644672
2019-09-19,53,31,3552,1,3,Germany,3209.111531418411,342.8884685815892
2019-04-15,709,25,885,1,4,Germany,762.4817379775064,122.51826202249356
2019-03-01,936,26,3883,5,1,China,3472.0229518292535,410.97704817074646
2019-08-15,842,99,3175,4,2,Japan,2857.8181224800746,317.18187751992537
2019-08-05,201,72,930,6,4,USA,883.4480545087747,46.5519454912253
2019-04-12,612,80,1980,4,1,USA,1834.696450421416,145.3035495785839
2019-07-20,74,13,1624,6,1,Germany,1361.4617676067294,262.5382323932706
2019-10-06,95,33,1497,4,4,Germany,1310.8503139101106,186.14968608988943
2019-09-01,526,5,3921,4,4,USA,3390.631472580767,530.368527419233
2019-02-08,760,12,499,3,3,Kenya,416.35792574980775,82.64207425019225
2019-02-21,366,77,266,4,1,Germany,239.36054237795415,26.639457622045853
2019-02-13,620,95,1683,4,4,Germany,1496.1837577358035,186.8162422641965
2019-11-13,951,57,3013,5,1,USA,2579.99276587846,433.00723412154
2019-02-20,636,31,824,4,1,Germany,743.863353583146,80.13664641685398
2019-01-26,456,6,308,3,1,Germany,260.3261162305717,47.6738837694283
2019-12-05,306,34,1098,1,4,Japan,992.9947013340017,105.00529866599834
2019-09-24,660,90,2651,5,2,Japan,2421.97149355987,229.02850644013006
2019-09-23,528,8,959,3,1,Germany,807.436609591053,151.56339040894704
2019-09-17,741,9,2889,2,2,Japan,2565.5690508353578,323.43094916464224
2019-08-26,522,63,1607,5,1,Kenya,1448.1938301850748,158.80616981492517
2019-03-23,937,5,2274,2,3,Kenya,2032.2713327308911,241.72866726910888
2019-06-26,46,23,553,2,1,China,492.4250949470455,60.57490505295448
2019-02-23,447,36,310,5,4,Kenya,267.83925879607506,42.16074120392494
2019-08-17,935,49,460,6,3,Kenya,405.43200740855804,54.567992591441964
2019-12-10,936,21,3259,2,2,Kenya,2844.9369745338795,414.0630254661205
2019-05-28,262,5,2128,1,1,Germany,1837.2194695742373,290.78053042576266
2019-06-16,912,59,565,5,3,Kenya,519.3545512433259,45.645448756674114
2019-08-02,706,67,2266,2,3,Germany,2014.7134400771668,251.28655992283325
2019-02-07,495,78,3471,5,2,Germany,3059.0343050681186,411.96569493188144
2019-02-13,803,88,2525,2,2,Germany,2177.824314574861,347.1756854251389
2019-02-15,856,50,1165,4,2,Kenya,967.4363498798258,197.5636501201742
2019-06-04,988,53,1804,5,3,Kenya,1710.2892182983867,93.71078170161331
2019-02-27,837,2,388,4,1,Japan,344.68442492844224,43.31557507155776
2019-02-28,285,61,3703,6,4,Kenya,3367.551201011165,335.4487989888348
2019-12-17,536,57,2552,5,2,China,2153.3373864641044,398.6626135358956
2019-06-16,281,93,2610,4,3,Japan,2467.6344729354546,142.3655270645454
2019-03-15,209,68,2935,3,1,China,2510.425618029961,424.5743819700392
2019-10-13,333,30,600,3,4,China,558.8311866900185,41.16881330998149
2019-06-09,894,83,2629,5,4,Germany,2184.3468264893527,444.6531735106473
2019-06-06,140,64,1961,1,4,USA,1701.263924770258,259.736075229742
2019-11-14,237,74,1979,6,3,USA,1688.3405531574917,290.65944684250826
2019-12-28,76,11,191,4,2,USA,164.7965310507026,26.20346894929739
2019-08-21,614,29,3550,3,2,Germany,2956.679254964772,593.3207450352279
2019-12-01,443,83,3425,5,1,Germany,3219.222476258536,205.77752374146394
2019-06-15,946,14,2268,1,3,Germany,2034.4556648321097,233.54433516789027
2019-02-06,923,31,3590,5,2,Japan,3103.330933999133,486.66906600086713
2019-07-12,38,11,1004,4,1,Kenya,913.5870252065769,90.41297479342313
2019-12-17,22,21,3783,1,4,Germany,3478.161721912329,304.8382780876709
2019-10-04,12,75,2546,5,1,Japan,2336.9175500136384,209.08244998636155
2019-08-21,428,62,3593,4,1,Kenya,3143.84041282889,449.15958717111016
2019-05-13,582,60,301,3,2,Kenya,267.7869287130374,33.21307128696259
2019-01-06,684,33,2675,6,1,Kenya,2523.299584093488,151.7004159065118
2019-08-13,288,62,580,1,3,Japan,545.337153420619,34.66284657938104
2019-01-21,177,44,989,3,3,Japan,921.761242346158,67.23875765384196
2019-06-10,375,35,3102,4,1,Kenya,2859.0387102625964,242.9612897374036
2019-09-01,292,33,1943,6,1,Kenya,1758.2417409136388,184.75825908636125
2019-07-12,830,61,1877,4,4,China,1636.7379846724302,240.26201532756977
2019-09-05,342,67,1779,2,1,China,1624.0446870197643,154.9553129802357
2019-09-11,719,65,767,5,3,Germany,645.101112386665,121.89888761333498
2019-11-15,184,90,1818,2,4,USA,1544.150426519146,273.8495734808539
2019-09-28,943,88,2688,2,4,Japan,2434.384794791214,253.61520520878594
2019-10-21,82,58,3796,2,4,Germany,3213.961438501271,582.038561498729
2019-11-17,20,46,224,2,2,Germany,208.47433646742613,15.525663532573873
2019-10-20,920,37,1091,1,3,Germany,905.568742294185,185.43125770581503
2019-02-07,179,99,1134,2,3,China,985.3603522019871,148.6396477980129
2019-03-08,369,62,2963,4,4,Germany,2583.675184139542,379.3248158604579
2019-11-12,957,4,1013,4,3,USA,896.014539890652,116.98546010934797
2019-12-01,746,24,2796,6,4,Germany,2526.281542508337,269.7184574916628
2019-03-03,664,10,1777,6,4,China,1504.3309736586975,272.66902634130247
2019-12-13,204,65,3962,2,1,Japan,3556.7538047633025,405.24619523669753
2019-12-10,244,41,2152,2,3,China,1881.7908988428985,270.2091011571015
2019-10-28,547,71,3137,6,4,China,2649.025576381179,487.9744236188212
2019-12-12,479,73,1099,4,3,Kenya,968.170165107006,130.82983489299397
2019-01-15,900,56,1443,2,4,USA,1358.8831483242943,84.11685167570568
2019-02-05,309,28,1625,1,1,Germany,1402.3150539074143,222.68494609258573
2019-07-26,721,17,1171,1,4,USA,1028.726585387897,142.2734146121029
2019-03-25,411,61,3457,1,4,China,3284.1029162840523,172.8970837159477
2019-12-15,390,48,1323,5,4,Germany,1163.4876478841095,159.5123521158905
2019-08-23,140,70,1341,4,4,USA,1130.631170858649,210.36882914135094
2019-12-25,276,37,2017,5,1,USA,1857.2603417105772,159.73965828942278
2019-04-18,6,6,3386,1,1,Japan,3135.532410076443,250.46758992355717
2019-06-05,727,45,338,4,3,USA,287.4104119411505,50.58958805884947
2019-01-19,729,28,3986,2,2,China,3732.8321708381313,253.16782916186867
2019-05-25,214,54,837,5,1,Kenya,765.4960835511299,71.50391644887009
2019-11-14,452,10,856,5,1,Japan,793.5321246059742,62.46787539402578
2019-05-19,108,50,1315,5,1,Japan,1136.922747351767,178.07725264823307
2019-05-03,7,38,2697,1,1,Japan,2454.3597111338045,242.64028886619553
2019-04-03,113,75,354,6,2,Germany,325.10472984964673,28.89527015035327
2019-11-16,602,68,2540,3,3,Kenya,2309.6899525536187,230.3100474463813
2019-11-23,297,67,1153,4,3,Kenya,1039.5869420035717,113.41305799642828
2019-08-20,959,86,2527,1,2,Kenya,2158.7541024196184,368.24589758038155
2019-01-22,518,52,1675,3,1,China,1399.9064965911928,275.09350340880724
2019-11-03,678,58,3152,5,2,China,2964.6938359119126,187.30616408808737
2019-06-03,941,8,1417,2,1,USA,1326.8622387922303,90.1377612077697
2019-02-22,794,59,3000,3,3,Germany,2679.0716804161148,320.92831958388524
2019-04-27,452,73,3974,3,2,Germany,3562.3862238765373,411.6137761234627
2019-05-05,38,89,139,6,1,Kenya,127.71962072274965,11.280379277250347
2019-11-24,60,20,884,2,2,Germany,826.2144153085657,57.78558469143434
2019-10-11,671,80,617,3,4,USA,568.3918110795165,48.608188920483485
2019-04-25,350,10,796,5,2,Germany,700.8487365772801,95.15126342271992
2019-12-26,52,61,2513,3,1,Kenya,2128.2634989014514,384.7365010985486
2019-07-25,626,12,3390,3,2,USA,2960.6723020084746,429.3276979915254
2019-12-03,224,78,2811,2,3,Kenya,2398.605063963228,412.3949360367719
2019-11-01,539,69,3098,5,4,Germany,2879.6637907266054,218.33620927339462
2019-01-28,747,86,1474,5,3,Germany,1378.993581455413,95.00641854458695
2019-09-08,690,32,576,4,2,Kenya,538.8436839066177,37.156316093382316
2019-11-08,434,48,1637,2,1,Germany,1493.1507657325035,143.8492342674965
2019-02-13,319,100,3260,5,1,China,2745.2880802000063,514.7119197999937
2019-07-03,913,56,1314,6,2,USA,1104.8698191662704,209.13018083372958
2019-04-02,102,19,2665,5,1,Japan,2508.7555637980972,156.24443620190277
2019-11-09,820,30,1177,2,4,China,1093.7502527547938,83.24974724520621
2019-09-16,393,72,1539,3,4,Japan,1454.4422557142768,84.55774428572317
2019-11-18,992,50,3725,4,1,Japan,3146.1368530909826,578.8631469090174
2019-02-04,963,40,1772,5,2,Germany,1680.9680269338805,91.03197306611946
2019-10-18,189,50,1773,4,2,China,1509.1874463864026,263.8125536135974
2019-11-18,965,13,601,5,4,Kenya,511.36190506094624,89.63809493905376
2019-07-12,110,12,1637,4,3,China,1464.828664249083,172.17133575091702
2019-03-11,12,44,3181,1,2,China,2825.578541211335,355.42145878866495
2019-09-03,502,80,2738,4,2,China,2492.1397339101404,245.86026608985958
2019-06-11,924,77,1388,6,1,USA,1286.5646626186513,101.43533738134875
2019-04-12,474,8,2838,1,1,USA,2554.425644495986,283.57435550401397
